city,area,bedrooms,bathrooms,price,address
Frankfurt,79,1,1,591176,Frankfurt Street 2286
Cologne,106,2,1,774304,Cologne Street 2439
Hamburg,83,2,2,525411,Hamburg Street 2598
Frankfurt,119,2,2,944274,Frankfurt Street 2358
Berlin,176,4,4,1108381,Berlin Street 3233
Hamburg,67,1,1,595067,Hamburg Street 345
Hamburg,50,1,1,378318,Hamburg Street 3624
Stuttgart,95,2,2,760608,Stuttgart Street 1753
Munich,167,4,4,1302568,Munich Street 4605
Stuttgart,99,2,1,670090,Stuttgart Street 895
Cologne,180,4,3,1118109,Cologne Street 1987
Berlin,165,4,3,1157109,Berlin Street 1908
Berlin,55,1,1,327399,Berlin Street 2706
Stuttgart,150,3,2,1190199,Stuttgart Street 1127
Berlin,170,4,3,1563663,Berlin Street 3334
Stuttgart,151,3,3,1329809,Stuttgart Street 1634
Hamburg,112,2,2,753818,Hamburg Street 485
Berlin,196,4,3,1580069,Berlin Street 4384
Stuttgart,39,1,1,268627,Stuttgart Street 3424
Munich,39,1,1,196372,Munich Street 4059
Munich,104,2,1,705770,Munich Street 76
Hamburg,175,4,3,788560,Hamburg Street 2745
Hamburg,146,3,3,977297,Hamburg Street 1100
Cologne,149,3,3,1016932,Cologne Street 1580
Berlin,114,2,1,989448,Berlin Street 3760
Stuttgart,95,2,1,759087,Stuttgart Street 116
Stuttgart,116,2,2,831876,Stuttgart Street 4652
Stuttgart,79,1,1,690784,Stuttgart Street 3322
Frankfurt,161,4,4,700451,Frankfurt Street 711
Frankfurt,54,1,1,441048,Frankfurt Street 1152
Frankfurt,112,2,1,1008285,Frankfurt Street 56
Hamburg,128,3,2,649066,Hamburg Street 3660
Hamburg,114,2,2,1008558,Hamburg Street 4772
Stuttgart,176,4,3,1409363,Stuttgart Street 2143
Stuttgart,122,3,2,839002,Stuttgart Street 509
Stuttgart,60,1,1,506950,Stuttgart Street 2514
Munich,133,3,3,1643903,Munich Street 962
Stuttgart,105,2,2,816143,Stuttgart Street 1810
Munich,64,1,1,571006,Munich Street 1255
Frankfurt,185,4,4,1310428,Frankfurt Street 3407
Stuttgart,170,4,4,1058289,Stuttgart Street 4404
Stuttgart,85,2,1,743367,Stuttgart Street 4881
Berlin,164,4,4,883482,Berlin Street 4327
Stuttgart,122,3,2,928096,Stuttgart Street 4622
Berlin,45,1,1,264557,Berlin Street 4692
Cologne,68,1,1,506696,Cologne Street 2688
Cologne,143,3,2,1037290,Cologne Street 1683
Stuttgart,179,4,4,1621079,Stuttgart Street 745
Cologne,144,3,2,879318,Cologne Street 3715
Munich,161,4,4,1294635,Munich Street 3743
Cologne,44,1,1,240630,Cologne Street 2525
Stuttgart,35,1,1,239174,Stuttgart Street 2085
Berlin,85,2,1,594191,Berlin Street 372
Frankfurt,118,2,1,1059746,Frankfurt Street 4434
Berlin,47,1,1,249155,Berlin Street 260
Hamburg,134,3,2,1132599,Hamburg Street 1110
Stuttgart,195,4,4,1859024,Stuttgart Street 3068
Frankfurt,144,3,3,1216074,Frankfurt Street 3078
Berlin,199,4,3,1779027,Berlin Street 2849
Berlin,75,1,1,412055,Berlin Street 4333
Munich,87,2,1,555415,Munich Street 187
Hamburg,148,3,3,686519,Hamburg Street 4358
Frankfurt,88,2,1,891776,Frankfurt Street 3774
Hamburg,69,1,1,561817,Hamburg Street 1545
Stuttgart,58,1,1,430164,Stuttgart Street 3435
Cologne,34,1,1,244145,Cologne Street 1689
Berlin,55,1,1,277027,Berlin Street 3658
Cologne,42,1,1,425301,Cologne Street 363
Frankfurt,142,3,2,1136225,Frankfurt Street 4422
Munich,44,1,1,382182,Munich Street 4128
Hamburg,89,2,2,733814,Hamburg Street 4731
Cologne,112,2,1,834867,Cologne Street 2473
Munich,199,4,3,1767239,Munich Street 3388
Hamburg,100,2,1,606171,Hamburg Street 4561
Cologne,74,1,1,550648,Cologne Street 4554
Frankfurt,42,1,1,450910,Frankfurt Street 3123
Cologne,111,2,2,957904,Cologne Street 3345
Munich,106,2,2,1188092,Munich Street 1507
Cologne,151,3,2,921816,Cologne Street 1847
Hamburg,66,1,1,381147,Hamburg Street 473
Cologne,135,3,3,894905,Cologne Street 4566
Cologne,64,1,1,440050,Cologne Street 1990
Hamburg,82,2,2,719602,Hamburg Street 648
Frankfurt,124,3,2,639809,Frankfurt Street 4388
Stuttgart,78,1,1,763957,Stuttgart Street 2200
Frankfurt,184,4,3,1389845,Frankfurt Street 597
Munich,180,4,3,1399374,Munich Street 3928
Munich,115,2,2,779633,Munich Street 126
Munich,78,1,1,443566,Munich Street 3924
Munich,184,4,3,1821487,Munich Street 3250
Munich,171,4,4,1474813,Munich Street 2319
Frankfurt,149,3,3,862361,Frankfurt Street 2527
Hamburg,122,3,3,650880,Hamburg Street 3818
Berlin,150,3,3,909521,Berlin Street 1665
Hamburg,110,2,2,1056373,Hamburg Street 375
Cologne,86,2,1,554438,Cologne Street 133
Hamburg,171,4,4,861066,Hamburg Street 2419
Munich,80,2,2,646578,Munich Street 1885
Frankfurt,175,4,3,1290546,Frankfurt Street 4091
Cologne,197,4,4,617050,Cologne Street 2109
Frankfurt,194,4,4,1496768,Frankfurt Street 3776
Munich,120,3,2,972889,Munich Street 1147
Stuttgart,169,4,4,1443988,Stuttgart Street 1508
Cologne,194,4,3,1807028,Cologne Street 4293
Berlin,49,1,1,390262,Berlin Street 53
Frankfurt,65,1,1,479734,Frankfurt Street 557
Stuttgart,68,1,1,397134,Stuttgart Street 1792
Cologne,146,3,3,1503766,Cologne Street 496
Cologne,193,4,4,1327943,Cologne Street 3997
Berlin,31,1,1,202061,Berlin Street 98
Berlin,165,4,4,1067325,Berlin Street 4389
Hamburg,34,1,1,254498,Hamburg Street 1469
Berlin,54,1,1,340865,Berlin Street 1975
Munich,188,4,4,1414657,Munich Street 2904
Hamburg,131,3,2,840040,Hamburg Street 3057
Frankfurt,147,3,2,1139089,Frankfurt Street 1851
Hamburg,50,1,1,320873,Hamburg Street 766
Frankfurt,127,3,3,849370,Frankfurt Street 4528
Frankfurt,44,1,1,350505,Frankfurt Street 1404
Berlin,157,3,3,968459,Berlin Street 2714
Cologne,54,1,1,477653,Cologne Street 1883
Munich,175,4,4,698836,Munich Street 2221
Berlin,49,1,1,388028,Berlin Street 4449
Cologne,198,4,3,1681945,Cologne Street 1470
Hamburg,34,1,1,143286,Hamburg Street 4809
Munich,131,3,2,1037183,Munich Street 2452
Munich,174,4,3,1369127,Munich Street 4643
Frankfurt,168,4,4,941519,Frankfurt Street 3145
Stuttgart,65,1,1,411662,Stuttgart Street 4103
Stuttgart,118,2,1,688428,Stuttgart Street 801
Frankfurt,89,2,1,937485,Frankfurt Street 2791
Cologne,187,4,4,1509561,Cologne Street 2674
Berlin,192,4,4,1565380,Berlin Street 3691
Frankfurt,88,2,2,785471,Frankfurt Street 4531
Frankfurt,140,3,2,845415,Frankfurt Street 4800
Stuttgart,127,3,2,852578,Stuttgart Street 2420
Munich,48,1,1,447932,Munich Street 2196
Munich,127,3,2,815642,Munich Street 3192
Hamburg,122,3,2,1003659,Hamburg Street 750
Berlin,108,2,2,668258,Berlin Street 2949
Hamburg,56,1,1,372974,Hamburg Street 716
Munich,140,3,3,1359208,Munich Street 4563
Cologne,161,4,4,1192075,Cologne Street 847
Berlin,52,1,1,313598,Berlin Street 4541
Berlin,182,4,4,1457297,Berlin Street 3156
Berlin,104,2,2,529840,Berlin Street 3177
Berlin,173,4,3,1263023,Berlin Street 4686
Cologne,73,1,1,555283,Cologne Street 1389
Munich,98,2,2,781429,Munich Street 2199
Frankfurt,67,1,1,556687,Frankfurt Street 1370
Frankfurt,100,2,2,584826,Frankfurt Street 2456
Frankfurt,49,1,1,452832,Frankfurt Street 2062
Munich,190,4,4,1555276,Munich Street 4865
Cologne,80,2,2,487127,Cologne Street 877
Munich,107,2,1,1100314,Munich Street 3242
Hamburg,188,4,4,1162920,Hamburg Street 2700
Frankfurt,115,2,2,644322,Frankfurt Street 4870
Munich,106,2,2,620495,Munich Street 4942
Stuttgart,81,2,2,681130,Stuttgart Street 2574
Munich,131,3,3,828348,Munich Street 2388
Stuttgart,192,4,4,1945380,Stuttgart Street 4718
Munich,113,2,2,560561,Munich Street 2297
Frankfurt,123,3,2,1284916,Frankfurt Street 4620
Munich,181,4,3,1603430,Munich Street 4507
Berlin,148,3,2,943392,Berlin Street 3592
Hamburg,47,1,1,301519,Hamburg Street 4091
Munich,192,4,4,1762278,Munich Street 1983
Hamburg,198,4,3,1414869,Hamburg Street 3467
Frankfurt,48,1,1,457015,Frankfurt Street 4899
Frankfurt,179,4,4,1428096,Frankfurt Street 4378
Cologne,137,3,2,959604,Cologne Street 2946
Stuttgart,167,4,3,1161415,Stuttgart Street 896
Munich,198,4,4,1663832,Munich Street 1363
Stuttgart,186,4,3,1480876,Stuttgart Street 4614
Stuttgart,195,4,4,962275,Stuttgart Street 2717
Frankfurt,57,1,1,324719,Frankfurt Street 808
Hamburg,86,2,1,711245,Hamburg Street 3652
Hamburg,130,3,3,967986,Hamburg Street 4822
Stuttgart,158,3,2,1141395,Stuttgart Street 2826
Berlin,153,3,2,998166,Berlin Street 2421
Frankfurt,51,1,1,425453,Frankfurt Street 1161
Hamburg,109,2,2,700079,Hamburg Street 3731
Munich,163,4,4,1169831,Munich Street 2854
Frankfurt,54,1,1,437698,Frankfurt Street 3707
Hamburg,47,1,1,272183,Hamburg Street 367
Stuttgart,59,1,1,478630,Stuttgart Street 2811
Stuttgart,57,1,1,281929,Stuttgart Street 1999
Cologne,74,1,1,606774,Cologne Street 2712
Cologne,139,3,3,1034539,Cologne Street 1900
Frankfurt,191,4,3,1566086,Frankfurt Street 1527
Stuttgart,198,4,4,1776859,Stuttgart Street 3241
Berlin,187,4,3,1620376,Berlin Street 3683
Cologne,139,3,3,1136956,Cologne Street 37
Stuttgart,84,2,1,398049,Stuttgart Street 2281
Stuttgart,46,1,1,256709,Stuttgart Street 4399
Munich,123,3,3,914850,Munich Street 1615
Frankfurt,59,1,1,462601,Frankfurt Street 4010
Cologne,193,4,4,1448275,Cologne Street 4891
Frankfurt,186,4,4,1240218,Frankfurt Street 4809
Berlin,119,2,2,802392,Berlin Street 3751
Cologne,74,1,1,427178,Cologne Street 4835
Berlin,64,1,1,365121,Berlin Street 966
Munich,108,2,1,659737,Munich Street 1500
Hamburg,66,1,1,387455,Hamburg Street 3427
Cologne,65,1,1,322511,Cologne Street 3466
Munich,154,3,2,1053516,Munich Street 4546
Munich,155,3,3,1595134,Munich Street 1150
Munich,110,2,2,757462,Munich Street 440
Hamburg,32,1,1,351700,Hamburg Street 1119
Munich,128,3,3,1195345,Munich Street 3352
Stuttgart,155,3,3,1205474,Stuttgart Street 3637
Frankfurt,72,1,1,465189,Frankfurt Street 4632
Berlin,86,2,2,637294,Berlin Street 268
Hamburg,87,2,2,554284,Hamburg Street 1378
Frankfurt,174,4,4,1390318,Frankfurt Street 4504
Cologne,58,1,1,596339,Cologne Street 2195
Cologne,123,3,2,820331,Cologne Street 3616
Cologne,85,2,2,710855,Cologne Street 839
Stuttgart,197,4,3,1269711,Stuttgart Street 2439
Berlin,145,3,3,935904,Berlin Street 2856
Berlin,142,3,2,1249889,Berlin Street 1942
Munich,180,4,4,1338148,Munich Street 5000
Stuttgart,139,3,2,1420395,Stuttgart Street 1141
Munich,82,2,1,795660,Munich Street 4671
Hamburg,166,4,4,1060747,Hamburg Street 4890
Cologne,73,1,1,559185,Cologne Street 2398
Hamburg,176,4,4,1513684,Hamburg Street 4215
Stuttgart,54,1,1,455366,Stuttgart Street 3372
Berlin,100,2,1,445870,Berlin Street 1088
Munich,67,1,1,486679,Munich Street 2028
Stuttgart,130,3,3,926733,Stuttgart Street 1165
Cologne,191,4,4,1279465,Cologne Street 3394
Frankfurt,145,3,2,1271396,Frankfurt Street 763
Frankfurt,161,4,4,1300431,Frankfurt Street 3024
Frankfurt,154,3,3,880396,Frankfurt Street 4768
Berlin,53,1,1,370695,Berlin Street 2935
Berlin,166,4,4,1210764,Berlin Street 1785
Frankfurt,84,2,2,728554,Frankfurt Street 2200
Hamburg,102,2,2,893145,Hamburg Street 4484
Cologne,63,1,1,499850,Cologne Street 2816
Stuttgart,42,1,1,343928,Stuttgart Street 816
Stuttgart,147,3,2,1087028,Stuttgart Street 1018
Munich,142,3,3,806044,Munich Street 6
Frankfurt,81,2,1,686086,Frankfurt Street 2473
Munich,100,2,1,885306,Munich Street 2953
Hamburg,51,1,1,387144,Hamburg Street 1356
Berlin,131,3,3,634069,Berlin Street 1919
Frankfurt,197,4,3,1204369,Frankfurt Street 780
Berlin,84,2,2,661004,Berlin Street 639
Munich,181,4,3,1526328,Munich Street 4256
Stuttgart,143,3,2,1218681,Stuttgart Street 67
Stuttgart,117,2,1,882469,Stuttgart Street 3460
Stuttgart,63,1,1,475311,Stuttgart Street 581
Munich,128,3,2,1292170,Munich Street 840
Berlin,110,2,2,641205,Berlin Street 2452
Munich,127,3,2,1100252,Munich Street 1171
Berlin,165,4,3,973341,Berlin Street 5000
Stuttgart,72,1,1,493074,Stuttgart Street 2877
Stuttgart,84,2,1,591044,Stuttgart Street 3373
Cologne,143,3,2,1015600,Cologne Street 711
Berlin,65,1,1,382045,Berlin Street 4830
Stuttgart,128,3,3,1201105,Stuttgart Street 3518
Hamburg,65,1,1,384264,Hamburg Street 2269
Stuttgart,51,1,1,368204,Stuttgart Street 4534
Cologne,183,4,4,1134959,Cologne Street 220
Stuttgart,107,2,1,1034739,Stuttgart Street 4242
Cologne,160,4,3,1130770,Cologne Street 3210
Hamburg,195,4,3,1693741,Hamburg Street 1961
Frankfurt,128,3,2,701763,Frankfurt Street 1975
Frankfurt,193,4,3,1585803,Frankfurt Street 4328
Berlin,122,3,3,934095,Berlin Street 1082
Frankfurt,175,4,4,1387463,Frankfurt Street 2994
Cologne,74,1,1,610429,Cologne Street 598
Berlin,180,4,3,1048954,Berlin Street 113
Hamburg,85,2,1,784504,Hamburg Street 496
Frankfurt,159,3,3,1810418,Frankfurt Street 4105
Frankfurt,138,3,3,998288,Frankfurt Street 676
Stuttgart,167,4,3,1140901,Stuttgart Street 2274
Berlin,109,2,1,914444,Berlin Street 4189
Munich,69,1,1,771783,Munich Street 3201
Cologne,192,4,3,1169070,Cologne Street 2541
Stuttgart,141,3,2,968630,Stuttgart Street 475
Munich,52,1,1,417090,Munich Street 951
Frankfurt,186,4,3,1060694,Frankfurt Street 2534
Stuttgart,198,4,3,1212160,Stuttgart Street 979
Berlin,65,1,1,337650,Berlin Street 1343
Frankfurt,118,2,2,779063,Frankfurt Street 1368
Hamburg,62,1,1,443303,Hamburg Street 968
Berlin,115,2,2,782515,Berlin Street 2229
Cologne,46,1,1,409799,Cologne Street 4724
Stuttgart,49,1,1,294120,Stuttgart Street 3729
Cologne,122,3,2,992918,Cologne Street 4093
Cologne,72,1,1,468646,Cologne Street 1289
Hamburg,56,1,1,399211,Hamburg Street 1872
Stuttgart,160,4,3,1361956,Stuttgart Street 361
Berlin,92,2,1,463722,Berlin Street 3865
Hamburg,128,3,2,992085,Hamburg Street 1467
Berlin,171,4,4,1148502,Berlin Street 1840
Hamburg,93,2,2,735549,Hamburg Street 2621
Hamburg,49,1,1,373203,Hamburg Street 979
Cologne,43,1,1,435985,Cologne Street 1829
Cologne,41,1,1,243239,Cologne Street 565
Frankfurt,102,2,2,711107,Frankfurt Street 2682
Berlin,171,4,4,972975,Berlin Street 66
Hamburg,81,2,2,518409,Hamburg Street 4619
Hamburg,189,4,3,1187328,Hamburg Street 3801
Hamburg,181,4,4,1613105,Hamburg Street 1601
Stuttgart,169,4,3,1627597,Stuttgart Street 1234
Berlin,134,3,2,771575,Berlin Street 1909
Cologne,118,2,1,668823,Cologne Street 2745
Berlin,198,4,4,1408342,Berlin Street 2520
Berlin,82,2,1,474133,Berlin Street 3440
Frankfurt,45,1,1,395431,Frankfurt Street 2293
Berlin,41,1,1,277315,Berlin Street 4258
Frankfurt,125,3,3,679429,Frankfurt Street 696
Cologne,54,1,1,480848,Cologne Street 3231
Berlin,181,4,3,1599070,Berlin Street 3564
Stuttgart,63,1,1,414591,Stuttgart Street 2390
Hamburg,110,2,2,730588,Hamburg Street 2673
Hamburg,145,3,3,1103688,Hamburg Street 1914
Berlin,81,2,1,561718,Berlin Street 4790
Berlin,69,1,1,507571,Berlin Street 1347
Frankfurt,149,3,3,1629451,Frankfurt Street 3331
Berlin,167,4,4,1047084,Berlin Street 1701
Frankfurt,108,2,2,707902,Frankfurt Street 2171
Berlin,53,1,1,249464,Berlin Street 2493
Stuttgart,184,4,3,1178263,Stuttgart Street 1762
Hamburg,67,1,1,479203,Hamburg Street 2034
Hamburg,131,3,2,1281725,Hamburg Street 2449
Hamburg,74,1,1,477643,Hamburg Street 3313
Frankfurt,172,4,3,1401646,Frankfurt Street 776
Frankfurt,56,1,1,435365,Frankfurt Street 995
Berlin,45,1,1,362021,Berlin Street 1071
Munich,132,3,3,1689043,Munich Street 689
Cologne,180,4,4,1094043,Cologne Street 615
Berlin,46,1,1,269731,Berlin Street 3633
Munich,53,1,1,544578,Munich Street 1004
Berlin,148,3,2,1093195,Berlin Street 1377
Cologne,140,3,3,1303613,Cologne Street 4065
Berlin,127,3,3,921906,Berlin Street 1416
Hamburg,84,2,1,561340,Hamburg Street 2253
Hamburg,144,3,2,1159278,Hamburg Street 284
Cologne,188,4,3,1561873,Cologne Street 2418
Frankfurt,135,3,3,1225793,Frankfurt Street 500
Berlin,101,2,2,723105,Berlin Street 1125
Frankfurt,81,2,1,766585,Frankfurt Street 4454
Berlin,127,3,3,1018550,Berlin Street 3930
Cologne,154,3,3,1336679,Cologne Street 4634
Cologne,112,2,2,860411,Cologne Street 2216
Munich,36,1,1,295772,Munich Street 4892
Munich,37,1,1,323728,Munich Street 480
Frankfurt,165,4,4,1597555,Frankfurt Street 4785
Munich,70,1,1,497784,Munich Street 2031
Stuttgart,91,2,2,732823,Stuttgart Street 4372
Stuttgart,44,1,1,304039,Stuttgart Street 4717
Frankfurt,120,3,2,941381,Frankfurt Street 1443
Munich,181,4,4,1931879,Munich Street 2940
Cologne,37,1,1,261216,Cologne Street 4651
Cologne,66,1,1,452968,Cologne Street 4033
Cologne,109,2,1,539614,Cologne Street 4018
Berlin,53,1,1,395916,Berlin Street 1906
Cologne,86,2,1,660295,Cologne Street 4313
Frankfurt,30,1,1,335240,Frankfurt Street 1651
Munich,117,2,1,933282,Munich Street 2651
Berlin,35,1,1,237471,Berlin Street 4806
Stuttgart,66,1,1,519688,Stuttgart Street 4312
Hamburg,48,1,1,454633,Hamburg Street 3241
Cologne,55,1,1,366871,Cologne Street 2473
Hamburg,64,1,1,486514,Hamburg Street 3579
Stuttgart,154,3,3,1295424,Stuttgart Street 1428
Stuttgart,173,4,4,1345925,Stuttgart Street 1829
Stuttgart,180,4,3,1229462,Stuttgart Street 3100
Hamburg,105,2,1,785346,Hamburg Street 1456
Stuttgart,30,1,1,273313,Stuttgart Street 4649
Berlin,76,1,1,392580,Berlin Street 1810
Stuttgart,174,4,3,1339705,Stuttgart Street 4065
Munich,114,2,1,833316,Munich Street 1950
Hamburg,111,2,1,990216,Hamburg Street 727
Stuttgart,193,4,4,1006537,Stuttgart Street 3659
Berlin,97,2,1,560019,Berlin Street 2045
Stuttgart,47,1,1,379093,Stuttgart Street 2103
Berlin,30,1,1,256055,Berlin Street 3162
Frankfurt,137,3,2,1054547,Frankfurt Street 3392
Frankfurt,126,3,3,873669,Frankfurt Street 4474
Frankfurt,55,1,1,590403,Frankfurt Street 4736
Stuttgart,87,2,1,463534,Stuttgart Street 3697
Berlin,38,1,1,138378,Berlin Street 165
Hamburg,96,2,1,752027,Hamburg Street 608
Hamburg,73,1,1,472824,Hamburg Street 1319
Stuttgart,49,1,1,292439,Stuttgart Street 2769
Cologne,187,4,4,1451749,Cologne Street 254
Frankfurt,197,4,3,1611524,Frankfurt Street 4976
Frankfurt,70,1,1,484402,Frankfurt Street 830
Hamburg,82,2,1,439221,Hamburg Street 3353
Stuttgart,171,4,4,1506285,Stuttgart Street 2307
Hamburg,90,2,1,732266,Hamburg Street 407
Frankfurt,176,4,4,1345570,Frankfurt Street 1259
Berlin,122,3,2,1085876,Berlin Street 3503
Berlin,105,2,2,536433,Berlin Street 1636
Berlin,36,1,1,162605,Berlin Street 1400
Stuttgart,104,2,1,672062,Stuttgart Street 3880
Berlin,108,2,2,695599,Berlin Street 3858
Frankfurt,199,4,4,1627742,Frankfurt Street 747
Stuttgart,169,4,4,1206346,Stuttgart Street 1515
Hamburg,127,3,3,978783,Hamburg Street 1529
Frankfurt,41,1,1,239751,Frankfurt Street 3603
Frankfurt,97,2,1,975070,Frankfurt Street 2201
Cologne,45,1,1,300972,Cologne Street 793
Berlin,118,2,2,938393,Berlin Street 4832
Munich,171,4,3,1553130,Munich Street 3172
Cologne,137,3,3,1016702,Cologne Street 4692
Munich,151,3,3,1429759,Munich Street 647
Frankfurt,38,1,1,322940,Frankfurt Street 986
Frankfurt,74,1,1,651395,Frankfurt Street 1736
Munich,62,1,1,667092,Munich Street 3469
Berlin,141,3,2,952522,Berlin Street 1212
Cologne,96,2,2,745367,Cologne Street 549
Berlin,129,3,3,823451,Berlin Street 4523
Hamburg,100,2,2,927376,Hamburg Street 102
Stuttgart,189,4,4,1225742,Stuttgart Street 922
Frankfurt,68,1,1,721443,Frankfurt Street 4642
Cologne,179,4,3,1207423,Cologne Street 866
Cologne,55,1,1,266978,Cologne Street 4388
Hamburg,135,3,3,996903,Hamburg Street 3138
Stuttgart,154,3,3,997677,Stuttgart Street 307
Munich,100,2,2,992909,Munich Street 1179
Cologne,185,4,4,1093799,Cologne Street 318
Frankfurt,114,2,1,809850,Frankfurt Street 404
Stuttgart,151,3,3,704519,Stuttgart Street 3052
Berlin,116,2,2,685792,Berlin Street 2548
Hamburg,155,3,2,574990,Hamburg Street 1868
Munich,106,2,2,615580,Munich Street 2629
Hamburg,136,3,2,1128119,Hamburg Street 1540
Frankfurt,84,2,2,758171,Frankfurt Street 3969
Cologne,125,3,2,922327,Cologne Street 4222
Munich,46,1,1,315382,Munich Street 4152
Frankfurt,64,1,1,494436,Frankfurt Street 1424
Munich,81,2,1,688003,Munich Street 2044
Berlin,146,3,2,729142,Berlin Street 2953
Stuttgart,80,2,2,780407,Stuttgart Street 3018
Frankfurt,159,3,3,1457820,Frankfurt Street 1015
Stuttgart,37,1,1,265236,Stuttgart Street 3052
Frankfurt,182,4,4,1427233,Frankfurt Street 1455
Frankfurt,180,4,4,1462513,Frankfurt Street 2821
Munich,96,2,1,482788,Munich Street 2336
Berlin,128,3,2,790869,Berlin Street 1335
Cologne,84,2,1,493290,Cologne Street 1845
Stuttgart,82,2,2,491800,Stuttgart Street 3355
Cologne,35,1,1,224619,Cologne Street 3884
Munich,195,4,3,2253433,Munich Street 4925
Berlin,87,2,2,637979,Berlin Street 4984
Hamburg,194,4,4,1237235,Hamburg Street 3472
Frankfurt,119,2,2,1034494,Frankfurt Street 2065
Munich,149,3,3,1620956,Munich Street 4266
Cologne,131,3,2,1055532,Cologne Street 61
Cologne,199,4,4,1369338,Cologne Street 4600
Stuttgart,182,4,4,1188386,Stuttgart Street 2446
Stuttgart,57,1,1,487198,Stuttgart Street 523
Hamburg,100,2,2,776661,Hamburg Street 2269
Hamburg,197,4,4,1672348,Hamburg Street 1544
Munich,162,4,3,1551926,Munich Street 466
Cologne,133,3,3,1094243,Cologne Street 1147
Stuttgart,36,1,1,241097,Stuttgart Street 2422
Hamburg,137,3,3,1246295,Hamburg Street 3181
